영화평 쓰면서 극우세력이 어쩌구 하면서 끌어들이는 기자의 정신세계가 신기하구먼,0
OOO니 박근혜하고 짯나. 조선일보같은 소리 처지끼쌌네.,1
"예정 정도전이란 드라마에서 이인임이 한 대사가 생각나네.. '논리에서 밀렸으니 감정에 호소해야지..' 지금이 딱 그시점이네.. 조망간 최순실은 자살쇼쯤 할것 같고, 박근혜는 어떻게 하려나..?? 이제 종북 대북 카드도 쓸만큼 써서 약발이 먹힐것도 없는데..",0
종북과 사회주의는 엄연히 다른것인데ㅎㅎ종북은 잡아족쳐도 사회주의는 표현의 생각의 자유맞다..통진당은 종북이지 사회주의가 아니다..종북은 뿌리뽑혀야한다,0
남편이라는 놈이 상태 안좋은놈이지....돈있는 놈이 미 . 쳤 ...다고 화류계 인간을...ㅋㅋㅋㅋ,1
지금 북한이 핵실험 지속하고있는 인공위성사진나와서 난리났는데 한국에서는 이따위 기사나 올라와있네ㅋㅋㅋㅋㅋ,0
와 댓글 삭제됐네 졸렬한뇬들 니들이 그러고도 사람이냐,1
야크릿넘ㅂㅓ ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,0
여기 베플들 이상하죠? 지금 일베충들 좌표찍고 조작하고 있어서 그래요. 그리곤 민심이 기울었다는 말도 안되는 소릴 지껄이며 선동하죠. http://news.naver.com/main/read.nhn?mode=LSD&mid=sec&sid1=100&oid=001&aid=0006886050 [원본 기사] 내용 완전 똑같은 원본 기사입니다. 여기 베플들 보세요. 민심이 기울긴 개뿔 쯧쯧. 이 기사가 많이본뉴스에 있는 한 도배는 계속 됩니다.새로오는 분들에게 진실을 알리고자 도배하는것이니 양해 좀 부탁드려요.,0
ㅇㄷ,0
승리가 부릅니다 어쩌라고,0
"정부의 재난대응 매뉴얼에는 구조지시가 없었다!! 안행부 , 해수부, 소방청 사고주관 부서에는 ""신속 대처"" ""긴급조치"" ""피해확산 방지"" 등 구호대책만 있을뿐, 재난 유형별로 무엇을 어떻게 하라는 구체적 지시는 없다. 그런데 웃긴건 비난을 피하기 위한 구체적 매뉴얼은 있다. ""분명한 답을 요구할 때에는 간단히 설명할 수 없다고 생각한다"" 또는 ""힘든 질문에는 지금 언급하는 것이 적절치 않다"" 라는 비겁한 회피성 대답 요령만 있다는 것. 박통도 유감이라며 회피성 언급을 하고 나 말 잘했지? 라며 자뻑하고 있는 모습이 상상된다.",0
 물론 사기업보다 공무원은 절대 저렇게 해선 안되지만,0
고마워요~ 이런 꿀팁을 !!.,0
수상소감 밥맛이야담부타는 짧고 지루하지 않게 해라.지겹더라.,1
"anon****,somn****,dcts****,neog****이분들을 가만보면... 여러마리 가축이랑 기냥 함께 막 붙어먹다 싸질겨진 분들같은 묘한 향기가 느껴진다...",1
지구촌에 두 깡빼들이 문제야. 야 자슥들아 바이러스 먼저 잡고 싸워도 충분하다. 말하는 폼새가 두넘중에 한넘이겠구만,1
두번째로빡친새끼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
강호동스타일,0
거기 돼지냄새 존나나고 맛대가리 없는데,1
유승민 김무성 영향력으로 공천한 인간들 지금 몇명이나 당선되었나? 오히려 친박은 공천도 못받고 진작에 탈락임. 제발 만능 친박 타령하지마라. 친박 다 죽고 없다.																																	,0
이분 분명히 뜹니다,0
국정원 댓글 조작! 정부의 부패! 더이상 그냥 보고만 있지는 않겠다! 민주주의 승리하라!,0
속이 다 시원허네.정치가 이제 좀 안정 되겠구만,0
반려견만 없다 뿐이지 전부 장애인집합소,1
냥 엄청난 감점 요인은 아닐거라는 생각이고,0
신천지였어?ㅋㅋ 자꾸 떠들면 밟혀죽는다 ㅋㅋ신천지 벌레들 ㅋㅋ,1
이런것이 교수질 하고 있는 대한민국 선진국이 될수 없는 이유다 친노? 그럼넌 권오석 이가 제일 존경할 인간이겠구나 넌 북으로 꺼져라,1
덕분에 장희진 개꿀,0
여태까지 국회가 법데로 한게 없더만 이부분 에서는 책까지 꺼내놓고 법에 따르겠다 무능한 리더는 무능한 국회를 만든다 정와대의 직권상정 요청 이전에 국회의장으로서 직무수행이 제대로 했는지 반성부터 하세요,0
쪽빠리는 답없음,1
국가가 국민을 보호하지 못한다면 그것은 국가가 아니다.우리국민 한사람을 못 지켜낸 노무현 대통령은 자격이 없으며 난 용서할 수 없다.(故 김선일씨 알 카에다 납치 피살사건 때). 박근혜 의원,0
라이엇도 해결못하는걸 유저가 해냅니다!! 캬 라이엇수준,0
신정환 데려와라,0
"정부욕하면, 무조건 종북좌파에 선동꾼인데. 유가족들이 비판하니, 괴로우시겟어여^^",0
노벨과 개미인가 시발 엄마가 강제로 뭐 했길래오면 풀고서 내놓으면 채점해준대서 별 죶같지도 않은거풀지도 않고 풀어도 내놓지도 않았는데하도 안 내놓는다고 ㅈㄹ하길래 북한 잠수함과 간첩이 우리 나라에 침범하였습니다 어떻게 해야할까요 주관식 질문에보이면 잡아서 칼로 찔러 죽여야한다고 적고 내놓으니까 다음부터 채점해준단 소리 안함 시발 아주매미년,1
흑발미녀???장난똥때리냐?????마녀란 말도 아깝다!!!,1
일본 개씹호감이면 개추,0
그렇게 싫으면 강단있게 안철수처럼 탈당한던가..맨날 비대위야 비대위해서 성공할거같냐??,0
모든 죄를 대통령한테 뒤집어 씌우는 이유가 뭐지? 노란리본달고 살아 돌아오기를 희망한다면 현장에 가서 유가족들 숙소 바닥이라도 닦아줘라. 괜한 대통령 탓하지 말고. 겉으로만 노란리본 달면 끝이냐? 성숙한 시민의식은 입 다물고 니가 할 수 있는 걸 하는 거다. 내 눈에 들보는 보지 못하고 남의 눈에 티끌은 보이냐? 그런 말 하는 너네들은 지금 뭘 얼마나 하고 있는데?? 같은 민족끼리 이렇게 분열해야 속이 편하냐? 진짜 할 말 없는 녀석들....,0
대통령이 사과 한것 자체가 잘못이다. 대통령이 국민들 눈치나 보면서 굽신굽신 거리는 순간 국민들이 대통령을 우습게 볼수 있거든,0
흉노무ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
누구냐 넌????,1
~~하면개추 시발왤캐많아,0
강고가 언제 lck에서 활약했농,0
개 보수우파넘들 아주신이났다~~!이상황에서 김대중 노무현을 왜까냐~?이명박이가 개판만들어놨는데~~연평도에 포탄떨어졌는데도 대응한번 제대로못하고 북한이라는 미친 개는 몽둥이로 다스려야된다지만 살살구슬러서도 잡을수가있단말이다~!,1
민주주의와 표현의 자유를 빙자해서 북한 옹호하던 통진당.드디어 해산되었구나.. 대한민국 아직 건재하다!,0
'구명조끼 입고 있는데 왜 못구하고 있죠? '...이 말 이후로 뭘해야 할지 헤메고 있다..비서실에서 시키는대로 하다가 욕만 얻어먹고..결국 늘 해오던 관행대로 늙은 영감탱이들 모아놓고 병풍그림 만들고 있구나.,0
이진욱씨 얼굴에 웃음기가 사라졌네요ㅡ좋은 사랑도 만나시고 2018년에는 좋은일 많이 생기시길 ᆢ,0
개빡쳣농 ㅋㅋㅋㅋ,0
미리보는 미국 부정선거 토론.....jpg,0
그나저니 천안함 의혹은 왜조용하지 아직도 북한이그랬다고 믿는 국민들이 있을까 그거부터 좀 밝혀라 그리고 너무 그렇게 강경하기보다 좀 쌀도줘가며 해라 북한인민들 불쌍하지도않냐 ㅉㅉ 어르신말 들어!,0
문재인아버지가 양말사업을 하다가 전라도사람한테 사기당했다며 청와대 있을 때 큰소리치며 쫓아내고.. 지금도 최측근 중에 아무도 없다.. 우리 정신차립시다!!!,0
여기 타가수팬들 들어와서 알바하나봐요 참불쌍타~~자기 가수욕먹이는 행동인줄모르고 그럴시간 있으면 자기 가수 기사댓글이나 더 달고 음악 스밍이나 더하겠네~,1
영혼까지팔아도 된다는놈일거야,0
연기는잘하시는딩 그래두어느정도상대배우와나이대는맞게하시지 동생역으론괜찮것네여 글구 미연아줌마치매에 전남편등장에 우째될지,0
희끼ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
쌀한가마니 정도 무게 자주 들어야되냐??,0
뭘야려. 이게 고혹이면 지나가는 고삐리 들 다 고혹적으로 나 쳐다보는거네,1
이 상황에서 선장이 죄를 무마하기 위해선 유서에 사고가 일어난 모든것을 정부탓으로 돌리고 이명박 욕좀 하고 박근혜한테 패드립좀 치고 부정선거 드립 조금 친 다음 분신자살하면 된다. 그러면 독재에 항거한 민주열사로 추앙받고 이 고남종 열사님의 곁에 묻힐 수 있는 영광도 누릴수 있다,0
더럽게 살긴 했나보군..ㅠㅠ																																	,0
정은아 뜸들이지말고 이왕 죽을꺼면 차라리 지금이라도 당장 미사일 발사해라 핵도날리고 너도 전쟁나면 니죽을거 각오하고 겁주는거아니냐 니가 실천은안하고 뜸만들이면 우스운꼴밖에 안된다 지금도 늦지않았으니 핵발사해라,0
유감?? 지금 누가 유감인데.. 적반하장도 유분수다..... 정말 대통령 잘못 뽑았음...입만 살아서 나불나불...자식 잃은 사람들에게 위로랍시고 약속이랍시고 까불고 돌아 댕기더니.. 암~것도 못하고 이제사 쿨하게 미안~ 그럼 니가 미안하다면 모든 걸 다 잃은 부모들은 .. 네.. 고맙습니다~ 이럴 줄 알았냐? 되도 안한 사과하고 못 받아 들인다니까.. 유감이란다.. 초딩보다 못한 반성의 수준이 당신이 대통령감이 아니라는 것을 적나라하게 말해준다..,0
내부사람이나 먼저 처단해주세요. 정희씨라든가 이런분들도,0
일거리는 없고 나라에선 집에만 처박혀있으라하고...집에만 처박혀있으니 우을증만 존나게오고...미래도 암울하고...그런거임.,1
마포구청에서 박그네 타진 요구 현수막을 정치적이라는 이유로 철거했다네요.. 우리나라가 언제부터 정치적 발언도 허용안되는 곳이 된것입니까?,0
이 배우 ㅁㅌㅊ ?,0
기대해라..이제부터시작이니까ㅋㅋ 앞으로 능력없고 가진것없는것들이 일자리마져 잃어서 얼마나 바닥으로 떨어질지 기대된다. 개돼지가 되기를 선택했으니 이제 정부가 하라는대로 군소리말고 주는대로 처먹으면서 살어 ㅋㅋㅋ 자유시장경제? 대기업들	 외국투자자들 다 돈빼서 외국으로 나가고	 나라부채극한으로 치닫고	 베네수엘라가 멀지 않았다~ㅋㅋ,1
이성경 왜케 까데냐? 이뿌기만 허구만... 특히 큰눈알 띙구렇게 뜰 때 졸귀... 여성여성하것도 이쁘고 넘나 이쁭거......... 전작 서현진이 보다 훨낫구만.....페미년들 그만 쳐까라...부러우면 니들이 문제,1
교회 강당 내부의 좌석촬영 사진을 보니 경사가 왜저리 가파라? ㅋ 무섭다 진짜. 특히 뒷사람이 앞사람 뒷통수에 씹던 껌을 붙이기 딱 좋은 높이네,1
연예이병 환자,1
HOT 팬들은 사람죽일 정도로 극성이였다든데,1
수준부터 좀봐봐 국민들까지도 같은종족을적대시하고 하자나ㅋㅋ물론 정은이가 설치니깐 그런거지만ㅋㅋㅋ정은아..너두 칠거면 진짜로 치고 아니면 설치지말자...,0
큐브. 뭐여 현아가 벌어다준돈이얼만데 피끓는 청춘억 연예도못함? 범죄를저지른것도아닌데,1
요즘 군대가 군대냐? 나때는 밥 씰밥이랑 소고기무국이랑 김치 이렇케나와도 훈련다하고 불평불만안하고 군생활 열심히 했다 근데 요즘 젊은이 새끼들은 군대에갔으면 살빠지고 몸 좋케 나와야지 살이 더쩌서니오는건뮈냐? 요즘군대는 나때에비해 캠핑수준이네 ㅉ,1
지옥에서 사지절단되도 모자르는 DJ&MH 나와라!,1
돈때문이라고들 하는데 통합당이 백억을줘도 돈받고 안찍는다																																	,0
니들 진짜 너무해 국어쌤으로 낚시할래?,0
댓글 많은 뉴스에서 댓글 7000개짜리 같은 기사를 내리고 이걸 1위로 올린 저의가 도데체 누구냐? 네이버는 대한민국 기업도 아니고 대한민국 국민이 일하는 기업도 아닌거냐?,0
IS조직원중에 싸움제일 잘하는놈 나오라고해서주먹다짐으로 떠보고싶네.. 본보기로 잔인하게 족쳐놓으면 개네들도 조금 수그러 들려나,1
ㄱㅇㅆ 2,0
전쟁나믄 총받기도전에 포떨어지는거지 ㅋㅋㅋ 뭘기대해,0
솔직히 지금 외압에 의해서 중국에서 별로 호응없는것처럼 보이는거지 실제로는 중국사람들 밥누나이야기 밖에 안한다 정해인 제대로 일 냈다!! 정해인 한류의 별로 떠오르는 중이다 대한민국 남자 No.1 정해인 사랑해요 정해인!!,0
청와대는 소통할게 따로있는 것인데 쓸데없는데 소통하려 에너지를 쏟아붇고 있는듯 보인다 감정소통을 제아무리 잘해봐야 소용없는 짓이다 좌파대통령들처럼 삶이 연극처럼 되어야 감정소통도 되는 것이지 일시적인 진솔한 감정을 토로해봐야 거짓눈물로 받아들인다 잘하는 일을 하는것이 장점을 살리는 것인데 자꾸 못하는것을 잘하려고 하니 트집이 잡히는 것이다 100%완벽은 불가능하다 덜 푸른것은 그대로 놔둬야 짙은 푸른빛과 옅은 푸른빛이 조화되어 더 아름답다 자꾸 싫다는 사람과 친구하자고 덤벼봐야 소용없는짓이다,0
잘 나가다가 결정적인 대상에서 삽질 ㅉㅉ,1
자한당쓰레기 답다,1
모여서 사진만 찍지말고 제대로 대책을 내놓으란 말이다 무능한연아,1
"미개한 국민들에게 친히 사과를 내려주시는데, 미개하여 고귀한 사과를 놓칠까봐미리 날짜 예고하는중...국민들아 내가 사과를 할테니, 놓치지 말고 내 사과를 영접하라.",1
빨리 빳지 빼세요. 법에 저촉됩니다. 즉시 효력 발생이라던데...,0
족구 싸울때 그 표정 말투 다 상상대네 씹ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1
야나 졸커 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0
렉서스 최 불매를 선동하나 나만빼고 ㅋㅋ																																	,0
나봉쓰ㅋㅋㅋㅋㅋㅋㅋㅋ,0
ㄹㅇ마피아 영상 어디서 봄????,0
배우로써최선을다하고싶으면 작품이망하든말든계속도전해야는거아닌가..작품을본적이없다,1
전쟁날까 토낀거아냐,0
선거결과를 겸허히 수용하고 반성할 생각은 없고.. 쯧쯧쯧	 이번선거 미통당 지지 연령대 한번 보면 앞으로는 더 참담할텐데. 30~40대 남자들이 굳건한 민주당. 미통당은 지지연령대가 고령이 많아 앞으로 표가 점점 줄어들텐데 자연의 섭리는 어떡할래? 이번참에 노인의료복지에 힘써보던가..그분들 떠나는길 너네당도 같이 떠나야하니																																,0
그것보다 종북몰이 막말	 태극기부대등 평소에 진절머리 났으니 사전투표가 많았던것이다.																																,0
형돈신 틀와랑 녹화하고 정변 도져서 활동 올스톱 ㅋㅋ,0
검사판사 국회의원 정치인 다 불륜을즐기니 간통죄를 없앤거겠지 본인들이 범죄자가 되니까 ㅋ,1
누구인지 모름. 근데 제정신이면 저런데 안빠짐. 미친개는 매가 답이지만 넌 사람 닮았으니 병원추천.,1
20대 여자 잡아서 ㅆㅅ해버려야겠내																																	,0
만약김정은이가 디질각오로 전쟁을 시작한다면 초전에 보복을 꿈도못꾸게 남 전역을 작살낼것이다 우리는희생양이 될수있다 그것도 핵이 무더기로떨어지면 미국도보복못하면 우리만디지는거다 중국이 중재로나설것이고 일본의 적극적으로 북한에 아부할것이고 이것이 최악의 시나리오다,0
특히 저기는 정의당때문에 5프로 지고들어가는 개같은곳임 정의당이 문제 ㅡㅡ,1
전 접기전에 투표함앞에 서있는분께 여쭤봤는데 네.접어서 넣으시면 됩니다~~ 그러시던데. 흠..찝찝하네요.,0
진중권 요새 입놀리는거 보니까 직장도 잘하면 위험해지겠네. 적당히 해라. 요새 넘 과하게 정치에 개입하는거 같다.																																	,0
"북한주둥이를 조용히시킬 딱하나 방법,전술핵 배치하고 여차하면 날려야 함",0
초전에 대응..이 한마디 멋있다ㅜ,0
해산할꺼 예상했는지 기자회견 대본까지 써왔구마ㅋ,0
세월호 유족대표가 대한민국 전체주인이냐?징그럽다 애도의 마음을 다 지우게한다..조화패디기치고 ..영화촬영이라하고...애기와 할머니 마주쳐서 안아주고 위로하는것도 미리 준비시킨 연출이라 고 악질적으로 선동하고...도데체 누구냐 너들은?,0
강민씨 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,0
화유기가 싸놓은 1Ton 의 똥을 다른 예능프로그램에서 처리 하고 있네...화유기 진짜 노답이다 ㅉㅉㅉ,1
답변이없어 다시한번 묻겠습니다.미국 영국 프랑스 러시아 중국에 인도 파키스탄 이스라엘은 핵을 가져도되고 북한을 포함한 그외나라는 안된다는건 도대체 무슨 논리입니까?반인륜적인 무기라면 똑같이 보유를 금하던지 아님 최소한 핵공격에 대비한 자위권차원의 보유라도 허용해야 공평한거 아닌가요?,0
황교익씨 원래 걸어다니는 사전임. 미리 공부할 필요없는 원래 잡학이 탑재된 잡학박사임.,0
예초부터 영호남 마찬가지로 지역적인 여건상 주민들로부터 별볼일 없는 인물들도 마지못해 여태까지 당선시켜준 것일뿐...이 사람도 예초부터 별로 정치역량은 없는 인물인 탓에 지난 19대 총선 때 물먹을뻔 했었지~총선에서 이찌되나 둡‥27,0
처음에는 애들 상상이라 그렇다고 생각했는데...,0
"손익계산서상 흑자 10만원이라면, 그냥 망했다고 봐야지. ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅁㅋㅋㅋ",1
지 스스로 지지율 까먹기에 여념이 없군.하긴 71% 지지율이 말이 되는 소리냐?,0
그리고 엄기준배우 남자부분 수지는 여자 수목부분인데 왜 수지탓으로 돌리지?엄기준배우도 댓글보면은 진짜 어이없겠다 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ수지깔려고 자기 소환되는거보면 참 더자존심 상할텐데 ㅋㅋ,0
ㅠㅠ 아 로아못보네 ㅠ,0
국무회의 사과는 간보기 한 거였냐?? 대국민사과 할꺼라고 얘기하는 것도 참 웃기네.,0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ																																	,0
내가 낸 세금으로 월급받는 박근혜 대통령. 헬기타고 특급호텔에서 자고. 좋은거 먹고. 내가 낸 세금으로 월급받고 잘도 하고 다닌다. 그렇게 잘지내고 충전해서 나랏일 잘하라고 했지!! 국민들을 자기아랫사람 보듯하네. 자격없다. 내 돈 그만받고 내려오시게나.일베충스런 댓글다는 사람들을 위해 미리 말해주지.!!헬기타고 좋은거 먹고 올바르고 당연한 국가원수의 권리이자 권한이지.그만큼의 권한은 책임을 동반하는것이다.~~하지만 지금 박대통령은 그 책임은 고사하고국민보다 자신이 위에 있다는 마인드기 때문에 문제라는거야.,0
이제는 말로 씨브릴때가 아니다. 그냥 행동으로 보여라 우리가 선제공격하자 일단 평양에 전투기보내고 미사일 쏴라 그럼 저쪽도 핵 미사일 강남에다가 5발 날린단다서로 말로 씨브리지말고 누가죽던 핵전쟁 하자,1
이럴때 박근혜가 대통령이라는게 말이되냐?...불안하다...아무생각도 없고 무식한 아줌마...거기다 여자이기도 하고,1
순혈황족 미드유저로써 아무리 조져놔도 영향력 못없앨걸?? ㅋㅋ 애초에 게임설계가 미드가 중심이야,0
박근혜 독재정권 물러나라,0
이미 진에어도 있었는데 뭘,0
럭스 테두리는 세트는 왜 묶어서 파냐 ㅋㅋㅋ,0
대한민국 사고 사고 재앙..수도이전 원안 고수하며 찬성한 여자대통령 잘못 뽑은 탓이다,0
그러니까 이게 미화라고 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 멍청한 어휴....당당하게 돈받고 당당하게 자살하겠다?,1
단언컨데 대안도 없고 적폐할 능력도 없어 보인다. 사회든 경제든 안보든 국민들은 항시도 편한 날이 없다. 차라리 원시시대로 돌아가는게 더 행복할것 같다. 이번 기회에 차라리 위험을 무릎쓰고 우리의 염원인 통일을 추구하는게...,0
사회에 한가지 의견만 있따면 그게 더 문제일 것입니다. 그러나 거짓말하고 모함하고 욕하고 어거지 쓰고 그런건 하지 맙시다. 세월호 참사가 안타깝고 슬프 건 영원한 진실입니다. 저도 부모로소 사고 소식을 접하면서부터 많이 울고 있습니다. 그러나 아이들의 생명을 정치적으로 이용하는 쓰레기 짓은 정말 지겹습니다.,0
뭐라씨부리노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ ,0
국민수준이 높아지니 대통령하기가 힘드냐?! ㅋㅋ 애비때는 독재하는것도 수월했는데 그쟈?!ㅋㅋ,1
매미썬 사면 되는 부분?,0
닥아..!!!!!!!!!!! 대한민국부모님들께서 뼈빠지게 공부시켜서 외국보내고 세계에서 일등국민되라고 대한보내고 유학보내고 학원보내고 하는불아느냐.....니가말하는 시간당알바..니애비가 아니 툭하면 경상도 문딩이 과메기 미개인종자들이 즐겨써먹는 새마을운동....에라 문딩이과메기들아....지금이 쌍팔년도 이냐...미개인 짱께도 달에가고 하는 판에...이러니 대한민국이 발전이 없지.반드시; 경상도 문딩이 과메기 흉노족 미개인 종자들은 대만.홍콩.처럼 따로 분리시켜야한다,1
오우멋진듯.....,0
국회에 중딩 고딩 앉혀놓고 그런말 지껄여도늦지않소. 먼저 실천에 옮기시오. ㄱㅂㅈㅇ,0
